sex,LSAT,UGPA,ZFYA,uuid
0,30.5,3.6,1.02,16014461497108926956
0,25.0,2.6,-0.63,16014461883655983596
0,34.0,3.1,0.04,16014462313152713196
1,38.0,3.6,1.28,16014462699699769836
1,35.0,3.3,0.76,16014463129196499436
0,25.5,3.1,-0.56,16014463515743556076
1,36.0,3.3,0.96,16014463945240285676
1,35.5,3.0,0.76,16014464331787342316
0,36.0,3.0,-1.14,16014464804233744876
1,37.0,2.7,0.21,16014465405529166316
0,37.0,2.8,0.18,16014465963874914796
1,41.0,2.9,1.81,16014466350421971436
0,38.0,2.9,-0.6,16014466779918701036
1,36.0,3.0,1.06,16014467209415430636
0,37.0,2.8,0.55,16014467595962487276
1,37.0,3.3,1.1,16014468025459216876
1,38.0,3.1,-0.67,16014468412006273516
0,31.5,3.2,0.12,16014468841503003116
1,37.0,3.3,1.02,16014469270999732716
0,35.0,3.1,1.6,16014469657546789356
0,31.5,3.7,0.08,16014470087043518956
0,38.0,3.0,0.96,16014470473590575596
1,35.0,3.7,-0.14,16014470903087305196
0,33.0,2.9,1.21,16014471289634361836
1,33.0,3.4,0.7,16014471719131091436
0,34.0,3.6,1.55,16014472320426512876
1,40.0,2.8,-0.2,16014472706973569516
0,36.0,3.1,0.08,16014473136470299116
0,40.0,3.1,0.7,16014473523017355756
0,37.0,2.8,1.1,16014473952514085356
0,39.0,2.9,1.19,16014474339061141996
1,36.0,2.8,-1.14,16014474725608198636
0,40.0,2.9,0.76,16014475155104928236
0,37.0,3.3,-0.07,16014475541651984876
0,36.0,3.5,-0.07,16014475971148714476
0,39.0,3.2,1.1,16014476357695771116
1,34.0,3.7,-0.24,16014476787192500716
1,40.0,3.2,1.64,16014477173739557356
1,36.0,3.6,-0.67,16014477603236286956
0,42.0,3.2,-0.76,16014477989783343596
0,39.0,2.8,0.38,16014478419280073196
0,36.0,2.8,0.42,16014478805827129836
1,38.0,3.3,-0.37,16014479364172878316
0,45.0,2.7,0.72,16014479750719934956
0,33.0,3.4,0.28,16014480180216664556
0,40.0,2.9,0.8,16014480566763721196
1,35.0,3.0,-0.59,16014480996260450796
1,40.0,2.4,-0.05,16014481382807507436
0,34.5,2.6,-0.97,16014481769354564076
1,42.0,3.0,1.42,16014482198851293676
1,36.0,3.6,0.42,16014482585398350316
1,35.0,3.0,-1.43,16014483014895079916
0,43.0,3.1,-1.01,16014483401442136556
0,42.0,2.8,-0.54,16014483787989193196
1,42.0,3.0,-0.92,16014484217485922796
1,40.0,3.0,0.53,16014484604032979436
0,41.0,3.7,0.25,16014485291227746796
1,41.0,3.2,1.81,16014485763674149356
0,26.0,4.0,-1.68,16014486150221205996
0,39.0,3.4,1.46,16014486708566954476
0,38.0,3.4,1.37,16014487138063684076
1,36.0,3.6,0.59,16014487524610740716
0,41.0,3.5,0.7,16014487911157797356
0,44.0,2.6,1.46,16014488340654526956
0,38.0,2.8,-0.37,16014488727201583596
0,41.0,2.9,-0.81,16014489156698313196
1,39.0,3.2,0.05,16014489586195042796
0,42.0,2.8,0.08,16014489972742099436
0,32.5,3.7,0.5,16014490359289156076
1,39.0,3.2,0.62,16014490788785885676
1,37.5,3.0,0.37,16014491175332942316
1,39.0,3.4,0.87,16014491561879998956
0,37.0,3.2,-0.64,16014492163175420396
1,41.0,3.1,0.67,16014492592672149996
0,42.0,3.4,0.62,16014492979219206636
1,41.0,4.0,1.26,16014494181810049516
0,39.0,3.1,-1.23,16014494740155797996
0,47.0,2.9,0.79,16014495212602200556
1,43.5,2.4,0.13,16014495642098930156
0,40.0,3.3,1.05,16014496028645986796
1,35.5,2.9,0.0,16014496458142716396
1,34.0,3.1,-0.17,16014496887639445996
0,39.0,2.5,-0.62,16014497317136175596
0,43.0,3.1,-0.64,16014497703683232236
0,40.0,3.6,0.97,16014498133179961836
0,36.0,2.2,-1.06,16014498562676691436
1,39.0,3.7,1.31,16014498949223748076
0,41.0,2.7,0.97,16014499378720477676
1,42.0,2.9,0.03,16014499808217207276
0,44.0,2.8,-1.38,16014500237713936876
1,32.0,3.0,-1.68,16014500667210666476
1,39.0,3.2,0.92,16014501053757723116
1,40.0,3.4,-0.62,16014501483254452716
0,47.0,2.8,0.45,16014502041600201196
0,42.0,3.0,1.0,16014502428147257836
1,47.0,3.2,1.17,16014502857643987436
0,43.0,3.6,0.92,16014503287140717036
0,39.0,3.5,-0.39,16014503716637446636
1,39.0,3.4,0.55,16014504146134176236
1,32.0,3.7,0.67,16014504532681232876
0,40.0,3.3,0.17,16014504962177962476
0,42.0,3.1,-0.96,16014505434624365036
1,44.0,2.7,-1.26,16014505864121094636
0,33.5,2.8,-0.22,16014506293617824236
0,36.5,3.1,0.2,16014506680164880876
0,41.0,2.9,-0.57,16014507109661610476
1,39.0,2.8,-1.81,16014507539158340076
0,31.0,3.1,-1.34,16014507925705396716
0,39.0,2.3,-0.04,16014508355202126316
0,41.0,3.1,0.38,16014508741749182956
1,31.0,3.2,-0.73,16014509300094931436
0,36.0,3.5,0.04,16014509729591661036
1,34.0,3.6,0.61,16014510116138717676
1,38.0,3.3,0.11,16014510588585120236
0,34.0,2.7,0.16,16014511018081849836
1,34.0,2.8,-0.47,16014511447578579436
0,29.5,3.2,-0.73,16014511834125636076
0,30.75,2.6,-0.78,16014512263622365676
0,31.0,3.6,-0.43,16014512693119095276
0,30.5,3.6,-0.82,16014513079666151916
0,36.5,3.1,1.83,16014513509162881516
0,34.0,3.2,1.09,16014513938659611116
0,30.75,2.9,-0.58,16014514368156340716
0,28.0,3.4,0.12,16014514754703397356
0,33.0,2.9,-0.38,16014515184200126956
0,33.0,2.8,-0.89,16014515656646529516
0,30.75,2.8,-0.43,16014516086143259116
1,35.0,3.0,-0.47,16014516644489007596
0,33.0,3.2,-0.51,16014517031036064236
0,32.75,2.4,-0.08,16014517460532793836
0,37.0,2.8,-1.04,16014517890029523436
0,32.5,2.9,0.43,16014518276576580076
1,33.5,2.9,-1.04,16014518706073309676
1,30.5,3.5,-0.25,16014519135570039276
0,32.5,2.0,-1.06,16014519522117095916
1,35.0,3.0,-0.45,16014519951613825516
0,39.0,3.0,0.82,16014520381110555116
0,31.5,3.2,-0.34,16014520810607284716
0,32.0,2.7,0.1,16014521240104014316
0,33.5,2.5,-0.91,16014521669600743916
0,30.0,2.8,1.28,16014522056147800556
0,30.5,3.5,-0.71,16014522485644530156
0,38.0,3.0,0.74,16014522915141259756
0,36.0,2.8,-0.54,16014523301688316396
0,36.0,3.0,-0.16,16014523860034064876
0,39.0,2.5,1.64,16014524289530794476
0,33.0,3.1,1.39,16014524676077851116
0,38.0,2.2,-0.05,16014525105574580716
0,36.0,1.8,0.41,16014525535071310316
1,30.5,3.3,-0.25,16014525964568039916
0,37.0,2.2,0.85,16014526394064769516
0,34.0,2.7,0.93,16014526780611826156
0,33.0,2.6,0.1,16014527210108555756
0,26.5,3.2,-1.66,16014527639605285356
1,29.5,3.1,1.07,16014528155001360876
1,30.5,3.3,0.19,16014529400541876716
1,34.0,2.9,-1.41,16014530173635989996
1,30.5,3.1,0.25,16014530689032065516
0,41.0,2.7,-0.25,16014531118528795116
1,35.0,3.0,1.44,16014531548025524716
0,32.0,3.5,-0.34,16014531934572581356
0,35.0,2.8,0.06,16014532578817675756
0,37.0,3.0,-0.89,16014533008314405356
1,34.0,2.7,-0.67,16014533394861461996
0,36.0,2.8,-1.19,16014533824358191596
0,33.0,2.7,1.04,16014534253854921196
0,33.5,2.7,0.63,16014534683351650796
0,33.0,3.0,-1.44,16014535284647072236
1,28.5,3.0,-1.28,16014535714143801836
0,33.5,2.8,-0.47,16014536143640531436
0,37.0,3.1,0.52,16014536573137261036
1,34.0,2.7,-0.12,16014536959684317676
0,30.5,2.5,-1.02,16014537389181047276
0,40.0,2.8,3.11,16014537818677776876
0,32.5,2.6,2.05,16014538248174506476
0,36.0,2.8,-0.38,16014538677671236076
1,37.0,3.4,-0.58,16014539064218292716
0,33.0,3.1,2.23,16014539493715022316
0,31.0,3.1,1.26,16014540052060770796
0,32.5,2.7,0.87,16014540481557500396
0,36.0,3.0,0.71,16014540911054229996
1,35.0,3.8,1.79,16014541297601286636
1,31.5,3.3,-0.43,16014541727098016236
1,31.0,3.1,-0.08,16014542113645072876
0,29.0,3.1,-0.01,16014542543141802476
1,36.5,3.1,1.33,16014542972638532076
0,36.5,2.7,-1.61,16014543402135261676
0,43.0,2.6,0.6,16014543831631991276
0,32.5,2.5,-0.47,16014544261128720876
0,31.5,2.8,1.09,16014544647675777516
0,29.25,3.0,-0.69,16014545077172507116
0,38.0,2.9,-0.01,16014545506669236716
0,33.0,3.5,1.02,16014545893216293356
1,30.0,3.1,-1.7,16014546322713022956
0,40.0,2.8,0.5,16014546752209752556
0,34.0,2.6,-0.4,16014547310555501036
1,27.0,3.0,-0.21,16014547740052230636
0,33.0,3.0,0.21,16014548169548960236
0,37.0,2.8,0.34,16014548599045689836
1,31.0,2.6,0.03,16014549028542419436
1,33.0,2.7,0.3,16014549415089476076
1,34.0,2.9,-1.13,16014549844586205676
0,40.0,2.8,0.45,16014550274082935276
0,30.5,3.1,-0.69,16014550703579664876
0,30.0,2.9,-0.34,16014551090126721516
1,32.5,3.1,0.78,16014551519623451116
1,34.0,3.1,0.19,16014551949120180716
0,37.0,2.3,1.04,16014552378616910316
0,33.0,2.8,0.67,16014552808113639916
0,35.25,2.6,0.47,16014553237610369516
1,36.0,3.3,0.6,16014553667107099116
0,28.5,3.4,-0.12,16014554096603828716
0,30.5,3.3,0.01,16014554697899250156
1,31.0,3.7,1.18,16014555127395979756
1,32.0,3.0,0.56,16014555513943036396
0,30.0,3.0,-1.04,16014555943439765996
0,38.0,2.5,1.7,16014556372936495596
1,31.0,2.6,0.52,16014556802433225196
0,35.5,2.7,0.54,16014557188980281836
1,28.0,3.1,0.82,16014557618477011436
1,40.0,2.5,-0.25,16014558047973741036
0,31.0,3.2,-0.12,16014558477470470636
0,35.0,3.0,-0.65,16014558906967200236
1,30.5,3.0,0.03,16014559336463929836
1,34.0,3.0,1.48,16014559723010986476
0,33.0,3.1,-0.98,16014560152507716076
1,33.5,3.5,0.19,16014560582004445676
1,33.0,3.2,-0.56,16014560968551502316
0,36.0,2.4,-1.57,16014561398048231916
1,39.0,3.4,0.69,16014561956393980396
1,35.0,3.3,-0.32,16014562385890709996
0,39.0,2.6,-0.6,16014562772437766636
0,34.5,3.0,0.21,16014563201934496236
0,35.0,2.7,0.05,16014563631431225836
1,28.0,3.6,0.14,16014564060927955436
1,30.0,3.5,-0.3,16014564447475012076
0,34.0,3.3,0.85,16014565005820760556
1,33.0,2.9,-0.03,16014565435317490156
1,33.0,3.3,-0.14,16014565864814219756
1,30.0,3.5,0.34,16014566251361276396
0,36.0,2.9,0.28,16014566680858005996
1,33.0,2.9,0.95,16014567110354735596
1,35.0,3.3,1.38,16014567539851465196
1,38.5,2.5,0.78,16014567926398521836
1,30.0,2.5,-0.24,16014568355895251436
0,38.0,2.8,0.77,16014568828341653996
1,34.0,3.2,0.14,16014569386687402476
1,34.0,3.1,-0.5,16014569816184132076
0,34.0,3.0,0.32,16014570245680861676
0,32.0,2.5,0.93,16014570632227918316
1,34.0,3.6,1.34,16014576559282786796
0,39.0,3.2,-0.01,16014577031729189356
0,39.0,3.4,-0.3,16014577461225918956
0,35.0,3.7,0.75,16014578105471013356
0,37.0,3.3,-0.37,16014578534967742956
0,33.0,3.5,-0.88,16014578964464472556
0,32.0,2.9,-0.47,16014579393961202156
0,34.0,3.3,0.26,16014579823457931756
0,34.0,3.1,-0.73,16014580210004988396
0,36.0,3.3,0.32,16014580639501717996
0,31.0,3.7,1.66,16014581068998447596
0,32.0,3.3,1.32,16014581455545504236
0,35.5,3.2,0.4,16014581885042233836
1,31.0,2.7,-0.36,16014582314538963436
0,35.0,2.8,0.63,16014582744035693036
0,33.0,2.6,0.03,16014583173532422636
0,37.0,2.9,0.27,16014583560079479276
1,36.0,3.5,0.21,16014583989576208876
0,23.0,3.4,-0.82,16014584419072938476
1,29.0,3.0,-0.35,16014584848569668076
0,40.0,2.8,1.09,16014585278066397676
0,32.0,2.9,-0.75,16014585707563127276
0,34.0,2.9,0.2,16014586137059856876
1,47.0,3.9,1.9,16014586566556586476
1,28.0,2.7,-0.5,16014586996053316076
1,40.0,3.0,2.12,16014587382600372716
1,37.0,3.3,-0.02,16014588327493177836
0,38.0,2.9,0.07,16014588714040234476
1,37.0,2.9,0.71,16014589143536964076
0,30.0,3.3,1.33,16014589530084020716
0,35.0,2.9,0.08,16014589959580750316
1,35.0,3.4,0.79,16014590346127806956
0,33.5,3.3,-0.29,16014590775624536556
1,33.5,3.6,0.72,16014591162171593196
0,34.0,3.1,-0.07,16014591591668322796
0,37.0,3.5,0.23,16014591978215379436
0,24.0,3.3,-0.03,16014592364762436076
0,38.0,2.6,0.14,16014593051957203436
0,44.0,2.9,1.21,16014593481453933036
0,35.0,3.2,1.44,16014593868000989676
0,37.0,2.9,1.19,16014594297497719276
0,30.0,3.4,0.14,16014594726994448876
0,37.0,3.0,0.66,16014595113541505516
0,37.0,3.4,-0.22,16014595543038235116
1,36.0,3.7,-0.8,16014595929585291756
0,36.0,3.4,-0.16,16014596359082021356
1,32.0,3.2,-0.41,16014596745629077996
0,36.0,2.8,-0.44,16014597175125807596
0,34.0,3.2,0.18,16014597561672864236
1,32.0,3.0,-0.08,16014597991169593836
1,26.0,3.4,0.08,16014598377716650476
0,33.0,3.4,-0.12,16014598807213380076
1,39.0,2.7,0.72,16014599193760436716
0,39.0,2.5,-0.31,16014599623257166316
0,34.0,3.6,1.05,16014600009804222956
0,37.0,3.1,0.63,16014600439300952556
1,32.0,3.0,0.2,16014600825848009196
0,31.0,3.0,1.17,16014601255344738796
0,39.0,2.1,1.61,16014601641891795436
0,40.0,2.9,0.76,16014602071388525036
1,42.0,2.8,1.21,16014602457935581676
0,37.0,3.4,1.23,16014602844482638316
0,43.0,2.6,-0.02,16014603273979367916
1,29.5,3.8,-0.84,16014603660526424556
1,33.0,3.8,0.5,16014604090023154156
0,30.0,2.7,-0.56,16014604476570210796
0,29.0,3.3,0.8,16014604863117267436
0,25.5,3.1,-0.92,16014605292613997036
0,34.0,3.1,-0.66,16014605722110726636
0,32.0,3.8,1.62,16014606108657783276
1,26.0,2.9,-0.74,16014606538154512876
1,31.0,3.2,-0.34,16014606924701569516
0,35.0,3.3,1.34,16014607311248626156
0,36.0,2.9,-0.59,16014607740745355756
1,39.0,3.4,0.04,16014608127292412396
0,32.0,2.8,-0.21,16014608513839469036
0,42.0,3.7,2.4,16014608943336198636
0,32.0,3.6,0.5,16014609329883255276
0,37.0,3.5,1.88,16014609759379984876
1,34.0,3.0,-0.12,16014610145927041516
1,34.0,3.5,0.33,16014610575423771116
1,29.0,2.7,-0.66,16014610961970827756
0,37.0,2.9,0.82,16014611391467557356
0,40.0,2.8,1.77,16014611778014613996
0,38.0,3.3,-0.37,16014612207511343596
0,32.0,3.0,-0.38,16014612594058400236
1,38.0,3.7,1.49,16014613023555129836
0,34.0,3.4,0.39,16014613410102186476
0,38.0,2.5,-0.44,16014614097296953836
0,39.0,2.9,0.99,16014614526793683436
0,37.0,2.7,0.32,16014614956290413036
1,21.0,2.6,-0.85,16014615385787142636
1,29.5,2.9,-0.35,16014615772334199276
0,36.0,3.6,0.44,16014616201830928876
1,39.0,3.6,-0.8,16014616588377985516
0,32.0,3.0,-0.34,16014616974925042156
0,38.0,2.9,-1.03,16014617404421771756
0,40.0,2.8,0.04,16014617790968828396
1,33.5,3.0,-0.37,16014618220465557996
0,32.0,3.4,1.64,16014618649962287596
1,33.0,3.5,0.29,16014619036509344236
1,33.0,3.0,-0.9,16014619466006073836
1,32.0,3.3,-0.41,16014619852553130476
1,36.0,3.4,1.26,16014620282049860076
0,38.0,2.5,-0.22,16014620711546589676
0,35.0,3.3,0.53,16014621269892338156
0,39.0,2.9,-0.56,16014621699389067756
1,25.0,3.0,0.77,16014622085936124396
1,42.0,3.9,2.15,16014622515432853996
1,33.0,4.0,-0.01,16014622901979910636
0,34.0,3.1,0.69,16014623331476640236
1,34.0,3.2,-0.35,16014623718023696876
1,34.0,3.4,2.05,16014624104570753516
1,32.0,3.9,1.54,16014624534067483116
1,33.0,3.6,1.1,16014624920614539756
1,35.0,3.2,0.04,16014625350111269356
0,39.0,3.0,1.35,16014625736658325996
1,40.0,3.8,1.78,16014626123205382636
1,38.0,3.0,0.1,16014626552702112236
1,32.0,3.5,-0.58,16014626939249168876
0,38.0,3.8,-0.81,16014627368745898476
1,30.5,3.4,-0.66,16014627755292955116
1,30.75,3.6,-0.46,16014628141840011756
0,40.0,3.4,0.55,16014628571336741356
1,40.0,3.9,0.75,16014628957883797996
1,41.0,2.9,-0.91,16014629387380527596
1,36.0,3.1,1.27,16014629773927584236
0,38.0,3.0,-0.38,16014630203424313836
0,43.0,3.4,1.31,16014630589971370476
1,41.0,3.4,-0.28,16014631019468100076
0,38.0,3.1,1.31,16014631406015156716
0,33.0,3.3,-1.38,16014631792562213356
1,34.0,3.8,0.8,16014632222058942956
1,33.0,3.4,-0.46,16014632608605999596
1,34.0,3.6,1.02,16014633038102729196
1,39.0,3.5,-0.62,16014633424649785836
0,39.0,2.7,0.06,16014633854146515436
0,44.0,2.9,1.31,16014634240693572076
1,32.0,3.7,0.38,16014634670190301676
1,33.0,3.6,0.24,16014635056737358316
1,34.0,3.6,0.0,16014635486234087916
0,34.0,3.5,0.94,16014635872781144556
1,30.25,3.3,0.06,16014636345227547116
0,36.0,3.2,-0.38,16014637418969371116
0,30.0,3.3,-0.31,16014637805516427756
0,33.0,3.4,-0.03,16014638235013157356
0,33.0,3.5,1.41,16014638621560213996
0,32.0,3.4,0.22,16014639051056943596
0,33.0,3.2,-0.15,16014639437604000236
1,37.0,3.6,0.32,16014639867100729836
0,33.0,3.6,-0.81,16014640253647786476
0,35.0,3.4,0.3,16014640683144516076
0,38.0,2.8,-0.4,16014641069691572716
0,34.0,3.2,0.77,16014641499188302316
1,36.0,4.0,1.88,16014641928685031916
0,37.0,3.5,0.84,16014642315232088556
0,39.0,3.8,0.59,16014642744728818156
0,37.0,3.1,-0.4,16014643131275874796
0,32.0,3.4,0.08,16014643560772604396
0,36.0,3.1,-0.87,16014643947319661036
0,35.0,3.2,-1.46,16014644376816390636
1,33.5,3.3,-1.5,16014644763363447276
0,35.0,3.3,-1.13,16014645192860176876
0,37.0,2.9,0.06,16014645579407233516
1,38.0,3.6,0.86,16014645965954290156
0,37.0,3.4,0.06,16014646395451019756
0,35.0,2.4,0.51,16014646824947749356
0,40.0,2.7,-0.33,16014647254444478956
0,37.0,4.0,1.15,16014647640991535596
1,41.0,3.8,-1.13,16014648070488265196
1,26.5,3.0,0.12,16014648499984994796
1,38.0,2.8,-0.91,16014648886532051436
0,42.0,2.9,0.26,16014649273079108076
0,33.5,3.2,-1.4,16014649702575837676
0,33.0,3.7,1.72,16014650089122894316
0,33.0,3.8,0.2,16014650518619623916
1,34.0,2.3,-1.65,16014650905166680556
0,35.0,3.2,-0.5,16014651334663410156
1,30.0,3.4,-1.07,16014651764160139756
0,34.0,3.1,0.71,16014652150707196396
0,36.0,2.6,0.22,16014652537254253036
1,35.0,3.3,-0.03,16014652966750982636
0,34.0,3.5,-0.05,16014653353298039276
1,32.0,3.5,-1.44,16014653782794768876
0,33.5,3.0,-0.15,16014654169341825516
1,32.5,3.6,0.06,16014654598838555116
1,36.0,4.0,0.55,16014654985385611756
0,33.0,3.9,-0.31,16014655414882341356
0,42.0,2.8,0.88,16014655801429397996
0,37.0,3.4,-1.42,16014656230926127596
1,40.0,3.6,1.08,16014656660422857196
1,35.0,3.5,0.96,16014657390567297516
1,39.0,4.0,2.01,16014657777114354156
0,39.0,3.9,1.42,16014658206611083756
1,32.0,3.2,0.28,16014658593158140396
0,35.0,2.8,1.07,16014659022654869996
0,32.0,3.0,0.17,16014659409201926636
0,34.5,2.8,-1.07,16014659838698656236
1,31.0,3.0,0.17,16014660225245712876
0,32.0,3.2,-0.67,16014660611792769516
1,32.0,2.9,1.18,16014661041289499116
1,33.0,2.2,-0.33,16014661470786228716
1,31.0,3.2,0.09,16014661986182304236
1,36.5,3.1,-1.23,16014662458628706796
0,31.0,3.1,-0.57,16014662845175763436
1,33.5,2.1,-0.36,16014663274672493036
1,36.0,2.6,0.09,16014664606112354796
0,36.0,2.9,-1.47,16014665035609084396
1,34.0,3.2,-0.04,16014665465105813996
1,36.0,3.0,0.36,16014665894602543596
0,25.25,3.1,0.09,16014666324099273196
0,27.0,3.4,0.12,16014666753596002796
0,41.0,2.4,0.83,16014667140143059436
1,27.5,3.1,-0.52,16014667569639789036
0,38.0,2.3,-1.18,16014668042086191596
0,29.0,3.5,-0.3,16014668428633248236
0,39.0,3.8,-0.33,16014668858129977836
0,33.0,3.4,0.33,16014669287626707436
1,37.0,2.4,-1.1,16014669717123437036
1,35.0,3.3,-2.74,16014670146620166636
1,26.5,2.9,-1.65,16014670576116896236
0,30.0,3.1,-1.79,16014670962663952876
1,34.0,3.5,0.07,16014671392160682476
0,36.0,3.3,0.99,16014671821657412076
1,24.25,3.1,-0.36,16014672251154141676
0,37.0,2.4,-0.6,16014672637701198316
0,41.0,3.2,-1.36,16014673110147600876
0,32.0,3.0,0.54,16014673496694657516
0,37.0,2.2,-0.22,16014673926191387116
1,34.0,3.2,2.05,16014674355688116716
1,36.0,2.7,0.07,16014674785184846316
1,29.0,2.8,-0.78,16014675214681575916
1,38.0,3.0,0.81,16014675644178305516
0,33.0,2.6,-0.36,16014676030725362156
0,30.5,2.7,0.52,16014676460222091756
0,34.0,2.7,0.2,16014676889718821356
0,34.0,2.9,0.38,16014677319215550956
0,35.0,2.5,-0.2,16014677748712280556
1,31.0,3.4,0.91,16014678178209010156
0,34.0,2.5,-1.65,16014678607705739756
0,37.0,3.0,2.1,16014679037202469356
1,36.0,3.2,-0.78,16014679466699198956
0,38.0,2.6,-0.36,16014679896195928556
1,40.0,2.9,0.89,16014680282742985196
1,32.5,3.7,1.52,16014680712239714796
0,35.0,2.6,1.31,16014681141736444396
0,32.5,2.4,0.67,16014681571233173996
0,35.0,3.3,1.39,16014682000729903596
1,28.0,3.5,-1.18,16014682430226633196
0,36.0,3.9,-0.01,16014682816773689836
1,39.0,3.1,0.44,16014683246270419436
0,34.0,2.8,0.52,16014683718716821996
0,42.0,2.5,0.97,16014684148213551596
0,36.0,2.9,-1.28,16014684577710281196
1,36.0,2.9,-0.67,16014685007207010796
0,34.0,3.2,0.75,16014685393754067436
0,19.5,3.4,-0.38,16014685823250797036
0,38.0,2.4,2.16,16014686252747526636
0,35.0,3.3,0.78,16014686682244256236
1,34.0,2.8,-1.42,16014687068791312876
0,25.5,2.7,0.73,16014687498288042476
0,39.0,2.6,0.9,16014687927784772076
1,37.0,3.6,1.1,16014688400231174636
1,33.0,3.5,0.25,16014688829727904236
1,30.0,3.1,0.97,16014689216274960876
1,36.0,3.3,1.74,16014689645771690476
1,36.0,3.2,-0.14,16014690075268420076
0,33.0,2.5,-0.75,16014690461815476716
0,39.0,2.6,1.42,16014690891312206316
0,41.0,2.6,1.22,16014691320808935916
0,35.0,3.3,0.94,16014691750305665516
0,28.0,3.0,-0.43,16014692179802395116
0,31.0,2.2,-0.46,16014692609299124716
0,25.5,3.7,0.65,16014692995846181356
1,35.0,3.6,1.18,16014693468292583916
1,37.0,3.3,0.65,16014693897789313516
0,42.0,3.0,1.05,16014694327286043116
1,40.0,2.4,0.41,16014694756782772716
0,40.0,2.8,1.42,16014695186279502316
0,33.0,3.3,0.21,16014695572826558956
1,41.0,3.6,1.05,16014696002323288556
1,32.0,3.5,1.34,16014696431820018156
1,36.0,3.2,-1.4,16014696818367074796
0,37.0,2.8,-0.1,16014697247863804396
1,40.0,3.4,0.73,16014697634410861036
1,38.0,3.7,0.81,16014698063907590636
1,25.5,2.2,-2.14,16014698536353993196
0,36.0,2.5,-0.27,16014698965850722796
1,38.5,2.6,-0.69,16014699352397779436
1,30.25,3.5,0.97,16014700254340911596
0,31.5,3.1,-1.72,16014700984485351916
0,33.0,2.8,-0.55,16014701628730446316
1,37.0,3.2,-0.59,16014702272975540716
1,38.0,3.4,0.09,16014702702472270316
1,35.0,3.3,0.86,16014703131968999916
0,35.0,2.9,-0.84,16014703561465729516
0,32.0,3.7,1.62,16014703990962459116
0,39.0,3.1,1.82,16014704420459188716
1,40.0,3.5,1.54,16014704849955918316
1,35.0,2.8,-0.23,16014705279452647916
0,35.0,2.5,-0.55,16014705708949377516
0,39.0,2.7,1.1,16014706138446107116
0,38.0,3.7,0.53,16014706567942836716
0,42.0,4.0,2.02,16014707212187931116
0,40.0,2.3,-0.92,16014707641684660716
0,37.0,2.9,-0.31,16014708071181390316
0,36.0,3.0,-0.68,16014708500678119916
0,37.0,3.0,0.94,16014708930174849516
1,34.0,3.9,0.57,16014709316721906156
0,30.0,3.0,0.65,16014709746218635756
0,33.0,2.4,0.01,16014710218665038316
1,35.5,3.6,0.81,16014710648161767916
0,40.0,3.1,1.38,16014711077658497516
1,36.0,2.8,-0.07,16014711507155227116
1,30.0,3.5,-1.6,16014711936651956716
1,28.0,2.8,-2.31,16014713053343453676
1,33.0,3.2,0.01,16014713482840183276
1,31.0,3.2,-0.51,16014713869387239916
1,30.0,3.1,-0.43,16014714255934296556
0,33.0,3.7,0.13,16014714685431026156
0,39.0,3.7,-0.03,16014715071978082796
1,35.0,2.9,-1.36,16014715458525139436
1,44.0,3.9,1.74,16014715930971541996
0,41.0,2.4,0.09,16014716317518598636
1,35.0,3.2,-0.96,16014716704065655276
1,35.0,3.0,-1.18,16014717133562384876
0,35.0,3.2,1.7,16014717520109441516
0,27.5,2.4,-0.79,16014717949606171116
0,41.0,2.6,-0.07,16014718336153227756
0,35.5,3.4,0.85,16014718722700284396
1,34.0,3.5,-1.41,16014719152197013996
1,40.0,2.4,-0.23,16014719538744070636
1,36.0,2.7,0.81,16014720097089819116
